Property,Address,City,State,ZipCode,Phone,Unit,Beds,Baths,Beds_Baths,SqFt,Price,PricePerSqFt,RentalType,HasWasherDryer,HasAirConditioning,HasPool,HasSpa,HasGym,HasEVCharging,StorageFee,AllowsDogs,AllowsCats,ListingURL
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1309,1,1.0,1 Bed / 1 Bath,1064.0,4327.0,4.07,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1205,1,1.0,1 Bed / 1 Bath,641.0,3000.0,4.68,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1405,1,1.0,1 Bed / 1 Bath,641.0,3025.0,4.72,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1307,1,1.0,1 Bed / 1 Bath,633.0,2980.0,4.71,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1308,2,2.0,2 Bed / 2 Bath,1208.0,4950.0,4.1,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1408,2,2.0,2 Bed / 2 Bath,1208.0,5000.0,4.14,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1508,2,2.0,2 Bed / 2 Bath,1208.0,4998.0,4.14,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1815,2,2.0,2 Bed / 2 Bath,1203.0,6975.0,5.8,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2015,2,2.0,2 Bed / 2 Bath,1203.0,7625.0,6.34,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1915,2,2.0,2 Bed / 2 Bath,1203.0,7250.0,6.03,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2112,2,2.5,2 Bed / 2 Bath,1831.0,10519.0,5.74,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2102,2,2.5,2 Bed / 2 Bath,1959.0,11019.0,5.62,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2002,2,2.0,2 Bed / 2 Bath,1319.0,5861.0,4.44,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1216,3,2.0,3 Bed / 2 Bath,1316.0,5968.0,4.53,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1616,3,2.0,3 Bed / 2 Bath,1316.0,6856.0,5.21,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1916,3,2.0,3 Bed / 2 Bath,1316.0,7561.0,5.75,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1413,1,1.0,1 Bed / 1 Bath,658.0,3157.0,4.8,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1513,1,1.0,1 Bed / 1 Bath,658.0,3182.0,4.84,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1613,1,1.0,1 Bed / 1 Bath,658.0,3233.0,4.91,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1210,1,1.0,1 Bed / 1 Bath,808.0,3331.0,4.12,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1510,1,1.0,1 Bed / 1 Bath,808.0,3635.0,4.5,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1304,1,1.0,1 Bed / 1 Bath,808.0,3432.0,4.25,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1904,1,1.0,1 Bed / 1 Bath,808.0,3964.0,4.91,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1704,1,1.0,1 Bed / 1 Bath,808.0,3635.0,4.5,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1611,1,1.0,1 Bed / 1 Bath,798.0,3537.0,4.43,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1801,1,1.0,1 Bed / 1 Bath,780.0,3700.0,4.74,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1814,1,1.0,1 Bed / 1 Bath,780.0,3852.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1709,1,1.0,1 Bed / 1 Bath,1064.0,4597.0,4.32,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1909,1,1.0,1 Bed / 1 Bath,1064.0,4926.0,4.63,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1309,1,1.0,1 Bed / 1 Bath,1064.0,4327.0,4.07,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1205,1,1.0,1 Bed / 1 Bath,641.0,3000.0,4.68,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1405,1,1.0,1 Bed / 1 Bath,641.0,3025.0,4.72,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1307,1,1.0,1 Bed / 1 Bath,633.0,2980.0,4.71,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1308,2,2.0,2 Bed / 2 Bath,1208.0,4950.0,4.1,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1408,2,2.0,2 Bed / 2 Bath,1208.0,5000.0,4.14,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1508,2,2.0,2 Bed / 2 Bath,1208.0,4998.0,4.14,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1815,2,2.0,2 Bed / 2 Bath,1203.0,6975.0,5.8,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2015,2,2.0,2 Bed / 2 Bath,1203.0,7625.0,6.34,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1915,2,2.0,2 Bed / 2 Bath,1203.0,7250.0,6.03,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2112,2,2.5,2 Bed / 2 Bath,1831.0,10519.0,5.74,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2102,2,2.5,2 Bed / 2 Bath,1959.0,11019.0,5.62,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2002,2,2.0,2 Bed / 2 Bath,1319.0,5861.0,4.44,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1216,3,2.0,3 Bed / 2 Bath,1316.0,5968.0,4.53,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1616,3,2.0,3 Bed / 2 Bath,1316.0,6856.0,5.21,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1916,3,2.0,3 Bed / 2 Bath,1316.0,7561.0,5.75,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0715,0,1.0,0 Bed / 1 Bath,421.0,2386.0,5.67,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0704,0,1.0,0 Bed / 1 Bath,579.0,2794.0,4.83,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0706,1,1.0,1 Bed / 1 Bath,801.0,2998.0,3.74,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1202,1,1.0,1 Bed / 1 Bath,694.0,3003.0,4.33,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0905,1,1.0,1 Bed / 1 Bath,841.0,3407.0,4.05,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1405,1,1.0,1 Bed / 1 Bath,841.0,3487.0,4.15,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1516,1,1.0,1 Bed / 1 Bath,758.0,3173.0,4.19,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1616,1,1.0,1 Bed / 1 Bath,758.0,3193.0,4.21,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1116,1,1.0,1 Bed / 1 Bath,758.0,3063.0,4.04,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1709,1,1.0,1 Bed / 1 Bath,753.0,3385.0,4.5,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1909,1,1.0,1 Bed / 1 Bath,753.0,3425.0,4.55,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1008,1,1.0,1 Bed / 1 Bath,872.0,3429.0,3.93,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 2000,1,1.0,1 Bed / 1 Bath,867.0,3836.0,4.42,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0616,1,1.0,1 Bed / 1 Bath,657.0,2626.0,4.0,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0614,1,1.0,1 Bed / 1 Bath,672.0,2674.0,3.98,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1214,1,1.0,1 Bed / 1 Bath,672.0,2894.0,4.31,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0715,0,1.0,0 Bed / 1 Bath,421.0,2386.0,5.67,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0704,0,1.0,0 Bed / 1 Bath,579.0,2794.0,4.83,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0706,1,1.0,1 Bed / 1 Bath,801.0,2998.0,3.74,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1202,1,1.0,1 Bed / 1 Bath,694.0,3003.0,4.33,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0905,1,1.0,1 Bed / 1 Bath,841.0,3407.0,4.05,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1405,1,1.0,1 Bed / 1 Bath,841.0,3487.0,4.15,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1516,1,1.0,1 Bed / 1 Bath,758.0,3173.0,4.19,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1616,1,1.0,1 Bed / 1 Bath,758.0,3193.0,4.21,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1116,1,1.0,1 Bed / 1 Bath,758.0,3063.0,4.04,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 2106,1,1.0,1 Bed / 1 Bath,749.0,4029.0,5.38,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1709,1,1.0,1 Bed / 1 Bath,753.0,3385.0,4.5,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1909,1,1.0,1 Bed / 1 Bath,753.0,3425.0,4.55,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 1008,1,1.0,1 Bed / 1 Bath,872.0,3429.0,3.93,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 2004,1,1.0,1 Bed / 1 Bath,945.0,4563.0,4.83,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 2000,1,1.0,1 Bed / 1 Bath,867.0,3836.0,4.42,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
Stanza Little Italy,"310 A St, San Diego, CA 92101",San Diego,CA,92101,8582589568,Unit 0616,1,1.0,1 Bed / 1 Bath,657.0,2626.0,4.0,Apartment,True,True,True,True,True,True,,False,False,https://www.apartments.com/stanza-little-italy-san-diego-ca/yphefxs/
