Property,Address,City,State,ZipCode,Phone,Unit,Beds,Baths,Beds_Baths,SqFt,Price,PricePerSqFt,RentalType,HasWasherDryer,HasAirConditioning,HasPool,HasSpa,HasGym,HasEVCharging,IsPetFriendly,ListingURL
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1205,1,1.0,1 Bed / 1 Bath,641.0,3000.0,4.68,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1405,1,1.0,1 Bed / 1 Bath,641.0,3025.0,4.72,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1305,1,1.0,1 Bed / 1 Bath,641.0,3015.0,4.7,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1413,1,1.0,1 Bed / 1 Bath,658.0,3137.0,4.77,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1513,1,1.0,1 Bed / 1 Bath,658.0,3162.0,4.81,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1613,1,1.0,1 Bed / 1 Bath,658.0,3212.0,4.88,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1904,1,1.0,1 Bed / 1 Bath,808.0,3750.0,4.64,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2004,1,1.0,1 Bed / 1 Bath,808.0,3800.0,4.7,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1801,1,1.0,1 Bed / 1 Bath,780.0,4100.0,5.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1307,1,1.0,1 Bed / 1 Bath,633.0,2980.0,4.71,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1907,1,1.0,1 Bed / 1 Bath,633.0,3043.0,4.81,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1309,1,1.0,1 Bed / 1 Bath,1064.0,4700.0,4.42,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2208,2,2.0,2 Bed / 2 Bath,1208.0,6394.0,5.29,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1815,2,2.0,2 Bed / 2 Bath,1203.0,7017.0,5.83,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2015,2,2.0,2 Bed / 2 Bath,1203.0,7691.0,6.39,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2210,2,2.5,2 Bed / 2 Bath,1538.0,9835.0,6.39,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2102,2,2.5,2 Bed / 2 Bath,1959.0,10000.0,5.1,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1616,3,2.0,3 Bed / 2 Bath,1316.0,6499.0,4.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1916,3,2.0,3 Bed / 2 Bath,1316.0,7409.0,5.63,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1702,3,2.0,3 Bed / 2 Bath,1369.0,6829.0,4.99,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1205,1,1.0,1 Bed / 1 Bath,641.0,3000.0,4.68,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1405,1,1.0,1 Bed / 1 Bath,641.0,3025.0,4.72,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1305,1,1.0,1 Bed / 1 Bath,641.0,3015.0,4.7,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1413,1,1.0,1 Bed / 1 Bath,658.0,3137.0,4.77,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1513,1,1.0,1 Bed / 1 Bath,658.0,3162.0,4.81,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1613,1,1.0,1 Bed / 1 Bath,658.0,3212.0,4.88,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1904,1,1.0,1 Bed / 1 Bath,808.0,3750.0,4.64,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2004,1,1.0,1 Bed / 1 Bath,808.0,3800.0,4.7,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1801,1,1.0,1 Bed / 1 Bath,780.0,4100.0,5.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1307,1,1.0,1 Bed / 1 Bath,633.0,2980.0,4.71,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1907,1,1.0,1 Bed / 1 Bath,633.0,3043.0,4.81,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1309,1,1.0,1 Bed / 1 Bath,1064.0,4700.0,4.42,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2208,2,2.0,2 Bed / 2 Bath,1208.0,6394.0,5.29,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1815,2,2.0,2 Bed / 2 Bath,1203.0,7017.0,5.83,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2015,2,2.0,2 Bed / 2 Bath,1203.0,7691.0,6.39,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2210,2,2.5,2 Bed / 2 Bath,1538.0,9835.0,6.39,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 2102,2,2.5,2 Bed / 2 Bath,1959.0,10000.0,5.1,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1616,3,2.0,3 Bed / 2 Bath,1316.0,6499.0,4.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1916,3,2.0,3 Bed / 2 Bath,1316.0,7409.0,5.63,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Radian,"675 9th Ave, San Diego, CA 92101",San Diego,CA,92101,8582216613,Unit 1702,3,2.0,3 Bed / 2 Bath,1369.0,6829.0,4.99,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0289,2,2.0,2 Bed / 2 Bath,825.0,3296.0,4.0,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0158,2,2.0,2 Bed / 2 Bath,825.0,3338.0,4.05,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0288,2,2.0,2 Bed / 2 Bath,825.0,3398.0,4.12,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0289,2,2.0,2 Bed / 2 Bath,825.0,3296.0,4.0,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0158,2,2.0,2 Bed / 2 Bath,825.0,3338.0,4.05,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0288,2,2.0,2 Bed / 2 Bath,825.0,3398.0,4.12,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 6335-280,2,2.0,2 Bed / 2 Bath,1802.0,4335.0,2.41,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 6335-153,2,2.0,2 Bed / 2 Bath,1802.0,4848.0,2.69,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0330,2,2.0,2 Bed / 2 Bath,1089.0,4698.0,4.31,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0289,2,2.0,2 Bed / 2 Bath,825.0,3296.0,4.0,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0158,2,2.0,2 Bed / 2 Bath,825.0,3338.0,4.05,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0288,2,2.0,2 Bed / 2 Bath,825.0,3398.0,4.12,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 6335-280,2,2.0,2 Bed / 2 Bath,1802.0,4335.0,2.41,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 6335-153,2,2.0,2 Bed / 2 Bath,1802.0,4848.0,2.69,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Avia La Jolla,"6345 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001077,Unit 0330,2,2.0,2 Bed / 2 Bath,1089.0,4698.0,4.31,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/avia-la-jolla-san-diego-ca/be9tnfc/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 112-304,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 148-203,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 148-302,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 112-304,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 148-203,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 148-302,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 112-304,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 148-203,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Mariners Landing,"112-148 E 31st St, National City, CA 91950",National City,CA,91950,6193307484,Unit 148-302,2,2.0,2 Bed / 2 Bath,900.0,2895.0,3.22,Apartment,True,True,True,True,False,False,True,https://www.apartments.com/mariners-landing-national-city-ca/x8xsj9n/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1319,0,1.0,0 Bed / 1 Bath,606.0,2499.0,4.12,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1351,0,1.0,0 Bed / 1 Bath,606.0,2501.0,4.13,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1109,1,1.0,1 Bed / 1 Bath,746.0,2658.0,3.56,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1432,1,1.0,1 Bed / 1 Bath,746.0,2671.0,3.58,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1131,1,1.0,1 Bed / 1 Bath,746.0,2805.0,3.76,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1252,1,1.0,1 Bed / 1 Bath,915.0,2981.0,3.26,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1256,1,1.0,1 Bed / 1 Bath,915.0,2983.0,3.26,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1443,1,1.0,1 Bed / 1 Bath,707.0,2851.0,4.03,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1220,2,2.0,2 Bed / 2 Bath,1126.0,3621.0,3.22,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1320,2,2.0,2 Bed / 2 Bath,1126.0,3625.0,3.22,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1435,2,2.0,2 Bed / 2 Bath,1126.0,3699.0,3.29,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1323,2,2.0,2 Bed / 2 Bath,1246.0,3705.0,2.97,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1424,2,2.0,2 Bed / 2 Bath,1246.0,3759.0,3.02,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1337,2,2.0,2 Bed / 2 Bath,1246.0,3622.0,2.91,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1319,0,1.0,0 Bed / 1 Bath,606.0,2499.0,4.12,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1351,0,1.0,0 Bed / 1 Bath,606.0,2501.0,4.13,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1109,1,1.0,1 Bed / 1 Bath,746.0,2658.0,3.56,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1432,1,1.0,1 Bed / 1 Bath,746.0,2671.0,3.58,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1131,1,1.0,1 Bed / 1 Bath,746.0,2805.0,3.76,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1252,1,1.0,1 Bed / 1 Bath,915.0,2981.0,3.26,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1256,1,1.0,1 Bed / 1 Bath,915.0,2983.0,3.26,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1443,1,1.0,1 Bed / 1 Bath,707.0,2851.0,4.03,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1220,2,2.0,2 Bed / 2 Bath,1126.0,3621.0,3.22,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1320,2,2.0,2 Bed / 2 Bath,1126.0,3625.0,3.22,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1435,2,2.0,2 Bed / 2 Bath,1126.0,3699.0,3.29,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1323,2,2.0,2 Bed / 2 Bath,1246.0,3705.0,2.97,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
Enclave Town Center,"1445 Town Center Dr, Chula Vista, CA 91915",Chula Vista,CA,91915,8587692771,Unit 1445-1424,2,2.0,2 Bed / 2 Bath,1246.0,3759.0,3.02,Apartment,True,False,True,False,True,True,True,https://www.apartments.com/enclave-town-center-chula-vista-ca/72wmsxx/
